Secret codes for all landscapes in The Sentinel (aka The Sentry)

Generated by: https://github.com/simonowen/sentcode

+------+----------+----------+----------+----------+----------+
| Land | BBC/C64  |   CPC    | Spectrum |  PC/ST   |  Amiga   |
| 1255 | 79711412 | 74245928 | 66775269 | 85866122 | 89621491 |
| 1256 | 47589730 | 14767303 | 36598954 | 84408883 | 74975076 |
| 1257 | 98017736 | 97774486 | 85746759 | 11097066 | 56675001 |
| 1258 | 35127766 | 73748457 | 43807744 | 28792596 | 44123856 |
| 1259 | 07444934 | 61191835 | 50463145 | 44284488 | 84955257 |
| 1260 | 35840447 | 17673497 | 78542580 | 96899318 | 95698279 |
| 1261 | 45636277 | 30444390 | 26554741 | 98729476 | 19591847 |
| 1262 | 75705754 | 86957647 | 99175197 | 23223708 | 89450779 |
| 1263 | 18814769 | 56419022 | 88607608 | 46880294 | 06589771 |
| 1264 | 55895945 | 86439895 | 70664306 | 28746843 | 61153907 |
| 1265 | 99776198 | 42594532 | 25109443 | 98744849 | 55388287 |
| 1266 | 91945466 | 12194038 | 37643997 | 26538961 | 68926315 |
| 1267 | 48871958 | 56573658 | 83171688 | 69698897 | 57896857 |
| 1268 | 79802559 | 59967271 | 86568754 | 10404975 | 48873564 |
| 1269 | 87812985 | 76997605 | 40586969 | 94625700 | 94701831 |
| 1270 | 68589132 | 64806628 | 56787308 | 77344916 | 11558643 |
| 1271 | 85987462 | 42408554 | 89546728 | 05955583 | 58602487 |
| 1272 | 88964734 | 43438745 | 97496771 | 45055837 | 52688747 |
| 1273 | 58024101 | 69848877 | 75679765 | 38378255 | 08886967 |
| 1274 | 66666422 | 50586364 | 01946841 | 14662486 | 96638447 |
| 1275 | 49565647 | 46545167 | 60824430 | 08756908 | 95424496 |
| 1276 | 65745424 | 90645976 | 89645067 | 81265745 | 23096133 |
| 1277 | 84535959 | 49432555 | 24798929 | 96043612 | 37745809 |
| 1278 | 86898977 | 78682349 | 71919823 | 96274758 | 85080656 |
| 1279 | 89989085 | 58144436 | 58013754 | 94767767 | 54336873 |
| 1280 | 62535473 | 84580472 | 64747696 | 47792207 | 79654299 |
| 1281 | 64506626 | 75919031 | 10199919 | 97564289 | 55446192 |
| 1282 | 86950797 | 77886852 | 74296569 | 30754782 | 85856159 |
| 1283 | 91793498 | 63445546 | 59538854 | 09817978 | 84295462 |
| 1284 | 59596497 | 68395004 | 46759627 | 22270248 | 55072052 |
| 1285 | 57778287 | 77468894 | 75055196 | 66353178 | 64664628 |
| 1286 | 46964467 | 86959594 | 67780884 | 27441437 | 55309668 |
| 1287 | 44792586 | 01189096 | 74747302 | 79798291 | 29775642 |
| 1288 | 68298163 | 66879758 | 68499471 | 17647525 | 94345475 |
| 1289 | 52046683 | 76549149 | 92426570 | 25828099 | 27816855 |
| 1290 | 39828356 | 51547561 | 46859938 | 68583448 | 60041508 |
| 1291 | 71121912 | 79866040 | 79755372 | 43774106 | 66559034 |
| 1292 | 82880171 | 15759424 | 50159359 | 74888150 | 53691291 |
| 1293 | 32740568 | 47529674 | 53492515 | 68558867 | 57515720 |
| 1294 | 17688588 | 66949026 | 95296964 | 58816846 | 46986894 |
| 1295 | 79470847 | 46967959 | 64871954 | 57694260 | 51058414 |
| 1296 | 05398386 | 61486690 | 95827517 | 79767921 | 86656745 |
| 1297 | 97302949 | 94692759 | 96748640 | 95335976 | 29886779 |
| 1298 | 39641939 | 76894372 | 26610445 | 92977855 | 86794459 |
| 1299 | 82568824 | 55465994 | 07024228 | 43836512 | 06236389 |
| 1300 | 97776155 | 75465414 | 45883627 | 33865397 | 46145672 |
| 1301 | 18634518 | 19438677 | 82859465 | 77444889 | 98509654 |
| 1302 | 89182694 | 64855437 | 08877939 | 45464058 | 66885784 |
| 1303 | 61835797 | 46799994 | 96351905 | 51844525 | 67878737 |
| 1304 | 06946317 | 31029349 | 53604583 | 30654624 | 45867457 |
| 1305 | 94751681 | 47768964 | 69685468 | 87847547 | 74756894 |
| 1306 | 08505884 | 69680572 | 53894189 | 42054042 | 85703066 |
| 1307 | 75228449 | 14318455 | 41874189 | 51449199 | 19664493 |
| 1308 | 73650549 | 07734596 | 35256901 | 98973894 | 77681617 |
| 1309 | 80098743 | 89670990 | 75614797 | 62515886 | 13643654 |
| 1310 | 94762490 | 51824571 | 60853467 | 76676724 | 94545515 |
| 1311 | 67758170 | 97441980 | 73855725 | 85597090 | 17094776 |
| 1312 | 04799986 | 92785015 | 49174973 | 45596602 | 84715577 |
| 1313 | 58857943 | 69987558 | 42114795 | 47405643 | 79145788 |
| 1314 | 62448247 | 44749625 | 85769605 | 97571158 | 79752389 |
| 1315 | 98954359 | 09831729 | 64157914 | 49427154 | 78537452 |
| 1316 | 50983778 | 88981258 | 96862741 | 46795751 | 89565840 |
| 1317 | 74485848 | 94924600 | 45094088 | 88542529 | 44528496 |
| 1318 | 58896035 | 86077573 | 89909373 | 25839918 | 63794888 |
| 1319 | 82563567 | 74392036 | 51682996 | 28274898 | 95843538 |
| 1320 | 72882476 | 08865415 | 48597293 | 95339648 | 66647105 |
| 1321 | 40177084 | 52764673 | 94895815 | 19838746 | 07890931 |
| 1322 | 98019478 | 75946254 | 83969341 | 86664405 | 88949618 |
| 1323 | 57193678 | 45344821 | 66603498 | 75699214 | 44163658 |
| 1324 | 69268903 | 25057915 | 64671684 | 76288485 | 50880588 |
| 1325 | 74876489 | 62656788 | 36710679 | 47417937 | 83403993 |
| 1326 | 59542254 | 90224165 | 69837690 | 42954967 | 96929955 |
| 1327 | 17964655 | 27579686 | 41874907 | 58858586 | 99840878 |
| 1328 | 62794090 | 38849905 | 59694765 | 54975360 | 87952287 |
| 1329 | 49215705 | 01443038 | 94548965 | 97965495 | 50972897 |
| 1330 | 58630738 | 16904267 | 83481135 | 08185752 | 65889654 |
| 1331 | 51468894 | 35779853 | 92047443 | 38072587 | 87497573 |
| 1332 | 49534867 | 09775748 | 55704469 | 31818782 | 21806591 |
| 1333 | 48294965 | 84780794 | 38689994 | 73649016 | 98420646 |
| 1334 | 78646570 | 48376695 | 33590614 | 45059689 | 05662777 |
| 1335 | 95572554 | 76436873 | 10288322 | 72657745 | 71186506 |
| 1336 | 98616822 | 49217762 | 91027994 | 79274456 | 93579166 |
| 1337 | 03799482 | 49287756 | 99484729 | 90758262 | 97626716 |
| 1338 | 21749674 | 08171472 | 61149778 | 18204257 | 74890549 |
| 1339 | 64978754 | 30461364 | 48064880 | 37505448 | 38642686 |
| 1340 | 70783799 | 76678352 | 48863988 | 61697732 | 40564459 |
| 1341 | 94420553 | 70154796 | 96459700 | 14405264 | 71850998 |
| 1342 | 28659761 | 45744762 | 76757492 | 86478647 | 81858491 |
| 1343 | 78717718 | 12109809 | 19108778 | 49554657 | 06184875 |
| 1344 | 55648080 | 99829551 | 85557850 | 71898468 | 07999789 |
| 1345 | 78404537 | 05885229 | 16777554 | 92587479 | 24864646 |
| 1346 | 46995641 | 43482783 | 79876178 | 55976766 | 47596464 |
| 1347 | 19770797 | 45912069 | 05780586 | 90038726 | 28977970 |
| 1348 | 81087676 | 84002410 | 89569467 | 56497998 | 79969469 |
| 1349 | 95551626 | 62416754 | 57758797 | 97953380 | 36960196 |
| 1350 | 70948022 | 80799649 | 27856456 | 66389907 | 64988576 |
| 1351 | 94659839 | 79698293 | 70099797 | 54616215 | 27869498 |
| 1352 | 74981804 | 99377057 | 82474498 | 76564806 | 17806437 |
| 1353 | 71578276 | 44466979 | 79150244 | 17474279 | 75698595 |
| 1354 | 68998868 | 70366767 | 97887489 | 59283878 | 92679248 |
| 1355 | 75065831 | 46905479 | 11819064 | 88757983 | 39973267 |
| 1356 | 23408396 | 87598502 | 89672085 | 19898983 | 74985851 |
| 1357 | 56867874 | 37488796 | 97172685 | 02854927 | 75457797 |
| 1358 | 38446875 | 09447468 | 40731675 | 74377428 | 47958088 |
| 1359 | 51476976 | 57744857 | 07653945 | 76230854 | 36591378 |
| 1360 | 27960887 | 84815468 | 64960431 | 55688588 | 17954988 |
| 1361 | 80296867 | 44349766 | 03457565 | 99446755 | 47356247 |
| 1362 | 43785896 | 64974184 | 48284327 | 78914485 | 93693951 |
| 1363 | 64815850 | 27703957 | 81296817 | 54219883 | 93536488 |
| 1364 | 46378336 | 65698685 | 64888269 | 83497494 | 36827685 |
| 1365 | 38373544 | 65688198 | 43849153 | 63575887 | 98875063 |
| 1366 | 76176132 | 76645801 | 58558775 | 60888726 | 99884115 |
| 1367 | 65586866 | 96754484 | 80373529 | 47899168 | 49939209 |
| 1368 | 89809664 | 06507565 | 76975697 | 25772757 | 79149482 |
| 1369 | 39142489 | 76722198 | 70924260 | 48648171 | 77604755 |
| 1370 | 74468360 | 46552187 | 78942255 | 98898978 | 32696344 |
| 1371 | 55265647 | 23662379 | 62303983 | 54944760 | 44995954 |
| 1372 | 55717442 | 28570756 | 49159357 | 87192289 | 94234689 |
| 1373 | 59473205 | 16771289 | 62103664 | 76164856 | 45696875 |
| 1374 | 85775457 | 75621705 | 45256818 | 85784497 | 46342559 |
| 1375 | 97859324 | 96701155 | 62603121 | 47406958 | 78458965 |
| 1376 | 34985869 | 42036741 | 93664246 | 43479955 | 58823509 |
| 1377 | 47958764 | 31988335 | 25969250 | 98393879 | 95257694 |
| 1378 | 21094695 | 88663954 | 17657915 | 35622475 | 45844934 |
| 1379 | 57436159 | 43541550 | 46379473 | 78658278 | 54556116 |
| 1380 | 15758890 | 10658906 | 88843163 | 56344104 | 94458909 |
| 1381 | 34997440 | 11562935 | 85281678 | 19059248 | 53574189 |
| 1382 | 76188785 | 28278844 | 69937457 | 58116529 | 48150195 |
| 1383 | 74765462 | 99681393 | 64699497 | 76461840 | 69968765 |
| 1384 | 88844869 | 86342016 | 17708640 | 88662446 | 56555498 |
| 1385 | 64390487 | 97263656 | 44494665 | 04728457 | 97747700 |
| 1386 | 43769454 | 77592194 | 76903409 | 88565898 | 97944129 |
| 1387 | 36777357 | 97751470 | 73779261 | 23493085 | 26946793 |
| 1388 | 85055187 | 32463264 | 75429963 | 68755878 | 48556678 |
| 1389 | 64198347 | 99154745 | 75894932 | 40784493 | 04754470 |
| 1390 | 65948635 | 60857694 | 67455396 | 95288864 | 74367198 |
| 1391 | 35874984 | 46944455 | 17091248 | 83481556 | 24396376 |
| 1392 | 28364519 | 83947754 | 58286670 | 98776528 | 09486654 |
| 1393 | 09744741 | 33555429 | 51670734 | 15697768 | 92087726 |
| 1394 | 34869986 | 78380996 | 95828658 | 53470346 | 73039737 |
| 1395 | 51245889 | 47486447 | 65441319 | 46092860 | 39985304 |
| 1396 | 64547759 | 51748344 | 62769355 | 73544897 | 67975740 |
| 1397 | 45756096 | 09804758 | 75249765 | 50818912 | 14548399 |
| 1398 | 54870449 | 94280387 | 67449841 | 78343842 | 02139336 |
| 1399 | 62859786 | 60049662 | 79144339 | 50799166 | 78400924 |
| 1400 | 46399660 | 23797310 | 75462207 | 57286560 | 79380940 |
| 1401 | 67376771 | 09451939 | 75908157 | 86959859 | 80883381 |
| 1402 | 98275559 | 57995393 | 05780479 | 70248585 | 98856168 |
| 1403 | 98237625 | 02691191 | 77962689 | 65786798 | 66384197 |
| 1404 | 17841954 | 38188798 | 77167771 | 73876905 | 49765684 |
| 1405 | 77989654 | 59396779 | 96534748 | 46147597 | 06108276 |
| 1406 | 40427919 | 63559967 | 06488850 | 94571565 | 49657838 |
| 1407 | 66497402 | 58558741 | 71397565 | 48460345 | 74576314 |
| 1408 | 53821264 | 08199475 | 98189888 | 46407535 | 77469995 |
| 1409 | 88294439 | 67081837 | 25243327 | 65663585 | 44030041 |
| 1410 | 66407464 | 69947377 | 92362760 | 76383544 | 86975992 |
| 1411 | 74954779 | 55748154 | 87718191 | 95808653 | 50586556 |
| 1412 | 38508534 | 39063645 | 86284765 | 76164531 | 68409441 |
| 1413 | 55247566 | 91596187 | 64885407 | 34058976 | 53959948 |
| 1414 | 72165463 | 43276521 | 94195424 | 13722097 | 63834052 |
| 1415 | 41648399 | 41386254 | 27952067 | 87572668 | 67512964 |
| 1416 | 94978404 | 58708799 | 94552285 | 88950859 | 60726979 |
| 1417 | 21992655 | 57472739 | 35909475 | 95511605 | 27290154 |
| 1418 | 91685384 | 16994903 | 67497473 | 04997828 | 47279757 |
| 1419 | 04998062 | 64887384 | 68499664 | 89095794 | 65777583 |
| 1420 | 61851708 | 01464069 | 94673623 | 27389943 | 92979458 |
| 1421 | 97547648 | 59561725 | 32667534 | 28646365 | 46172673 |
| 1422 | 54220275 | 61261654 | 12444503 | 42044176 | 75456796 |
| 1423 | 30269994 | 99162324 | 48594404 | 58890547 | 07978528 |
| 1424 | 64928056 | 66144574 | 64769853 | 99651197 | 85674676 |
| 1425 | 55746648 | 74925870 | 02311348 | 75949538 | 75579484 |
| 1426 | 00876824 | 51565555 | 66721744 | 70598177 | 69988166 |
| 1427 | 78844667 | 66902529 | 93917175 | 72869544 | 47647818 |
| 1428 | 86227056 | 88789983 | 48897638 | 71445366 | 55545488 |
| 1429 | 15164137 | 96575785 | 47193865 | 49925714 | 05883979 |
| 1430 | 79537838 | 84595712 | 34945480 | 18480056 | 46412364 |
| 1431 | 55582844 | 68578453 | 96361891 | 89684453 | 41497957 |
| 1432 | 90306818 | 32481458 | 15819464 | 52462489 | 98676243 |
| 1433 | 49698885 | 69167192 | 24489686 | 99914665 | 42629584 |
| 1434 | 44659655 | 44476076 | 66960595 | 94756698 | 55046756 |
| 1435 | 19647046 | 29134760 | 03564493 | 99416995 | 67164764 |
| 1436 | 44595476 | 10480185 | 66096756 | 60932688 | 46865488 |
| 1437 | 02880854 | 81258610 | 86998829 | 68758859 | 98596537 |
| 1438 | 80065045 | 62864568 | 79455827 | 28455539 | 86747014 |
| 1439 | 87899835 | 71959732 | 44414169 | 98784493 | 08198998 |
| 1440 | 93268482 | 19470734 | 23096462 | 84484978 | 87334987 |
| 1441 | 77447952 | 94689293 | 45859540 | 90785759 | 65557089 |
| 1442 | 87794837 | 49053335 | 88195796 | 08505721 | 14567517 |
| 1443 | 16077965 | 94387726 | 29043998 | 04878645 | 94956277 |
| 1444 | 55879268 | 60959697 | 69468277 | 94397947 | 96152479 |
| 1445 | 56855368 | 45594792 | 48913369 | 18444490 | 31785465 |
| 1446 | 07223651 | 14786652 | 27647758 | 73642449 | 00674565 |
| 1447 | 46025541 | 63236713 | 94240987 | 03464869 | 47552186 |
| 1448 | 69669660 | 97311445 | 10855968 | 67571223 | 48408941 |
| 1449 | 66345359 | 88749949 | 48896367 | 79568168 | 34295568 |
| 1450 | 54666553 | 62040505 | 79850810 | 55688278 | 08844707 |
| 1451 | 32096554 | 05815468 | 18700752 | 15649788 | 77171467 |
| 1452 | 97429447 | 05551597 | 36945849 | 90587859 | 51476453 |
| 1453 | 99962062 | 63368780 | 66747885 | 44899864 | 28776690 |
| 1454 | 86916236 | 76046187 | 78730850 | 66054717 | 88546154 |
| 1455 | 63966259 | 03597996 | 79992095 | 57224058 | 69738928 |
| 1456 | 67999349 | 67058995 | 98689470 | 15545489 | 98732938 |
| 1457 | 45295488 | 56497866 | 87575955 | 14564578 | 15394987 |
| 1458 | 48431590 | 59626955 | 24423848 | 82158629 | 59792825 |
| 1459 | 65591943 | 82541958 | 88670766 | 37590678 | 17068578 |
| 1460 | 65317547 | 46067633 | 96443508 | 29569665 | 90225925 |
| 1461 | 52868892 | 56784571 | 19035644 | 68328485 | 77589661 |
| 1462 | 97099974 | 87718387 | 02455858 | 43977685 | 56372258 |
| 1463 | 19848756 | 40661460 | 89327895 | 87841669 | 55349484 |
| 1464 | 47558444 | 76944394 | 66675625 | 87647254 | 21641677 |
| 1465 | 87974628 | 83687758 | 39843402 | 34088617 | 15153848 |
| 1466 | 69595765 | 62759765 | 46997392 | 92440831 | 94465185 |
| 1467 | 49903559 | 80091087 | 87596936 | 06101294 | 62388316 |
| 1468 | 27809116 | 69798304 | 81896759 | 24778539 | 32689449 |
| 1469 | 49935780 | 50363387 | 00699677 | 89875678 | 32625887 |
| 1470 | 83067794 | 85657543 | 48949738 | 68776544 | 37618819 |
| 1471 | 34573625 | 92698070 | 04455617 | 86147699 | 67967621 |
| 1472 | 80146466 | 02761154 | 41138680 | 22543724 | 79178185 |
| 1473 | 44444833 | 97420493 | 44714944 | 67075302 | 41699779 |
| 1474 | 57354870 | 55787618 | 17042553 | 13707521 | 79387067 |
| 1475 | 37506574 | 57455818 | 38145993 | 49988749 | 83977845 |
| 1476 | 78199717 | 54253889 | 87669785 | 80047437 | 85887757 |
| 1477 | 69557992 | 78254899 | 06766853 | 57805650 | 99701925 |
| 1478 | 74454094 | 08482797 | 30454832 | 25463754 | 47860957 |
| 1479 | 99846854 | 23705387 | 53638972 | 04865380 | 11888890 |
| 1480 | 42826948 | 63689785 | 27996594 | 09975541 | 53552484 |
| 1481 | 78754771 | 15847622 | 50958639 | 54652419 | 99674250 |
| 1482 | 64310724 | 98045044 | 42294567 | 45529900 | 06655446 |
| 1483 | 65601843 | 27536644 | 44758971 | 89544711 | 67454835 |
| 1484 | 94656283 | 46124960 | 68656677 | 88845155 | 59399765 |
| 1485 | 80605451 | 72495465 | 49751559 | 68847999 | 69479737 |
| 1486 | 74669575 | 19564898 | 17257746 | 49869311 | 66377751 |
| 1487 | 42697184 | 87298706 | 64949340 | 98350709 | 18848108 |
| 1488 | 88847859 | 16219414 | 28998696 | 43776546 | 77179966 |
| 1489 | 42082749 | 16279766 | 95709859 | 35860664 | 55621899 |
| 1490 | 47148186 | 66172832 | 01135791 | 66659797 | 07576764 |
| 1491 | 84761375 | 97605224 | 41966891 | 37476687 | 97949924 |
| 1492 | 60985674 | 54439797 | 46775086 | 34976389 | 50420744 |
| 1493 | 89029170 | 61334892 | 48746694 | 45648929 | 64846120 |
| 1494 | 89547675 | 34955905 | 49477287 | 36553054 | 71749366 |
| 1495 | 81886688 | 27652188 | 98516949 | 35173168 | 75615776 |
| 1496 | 83684487 | 22468507 | 49904165 | 58167766 | 85151440 |
| 1497 | 75819677 | 17694494 | 94256477 | 96958985 | 26153975 |
| 1498 | 18298546 | 19605578 | 62546950 | 16382955 | 92069320 |
| 1499 | 81731746 | 88608996 | 26489365 | 86988784 | 46944897 |
| 1500 | 66208549 | 69335072 | 00788579 | 57668987 | 74945256 |
| 1501 | 91879885 | 97485978 | 38489468 | 07051571 | 05105146 |
| 1502 | 29962984 | 86934648 | 65058196 | 44702753 | 54790237 |
| 1503 | 85179856 | 45958155 | 39481487 | 18090795 | 46586335 |
| 1504 | 72395773 | 27776164 | 88797867 | 85326555 | 86644408 |
| 1505 | 68479323 | 84562527 | 20667696 | 95250986 | 85467616 |
| 1506 | 86984386 | 14578475 | 05879909 | 58968160 | 45319388 |
| 1507 | 47389064 | 49975879 | 92870485 | 67802488 | 19302568 |
| 1508 | 23065814 | 99796332 | 90997759 | 74463598 | 04684786 |
| 1509 | 25341889 | 23471587 | 84074755 | 09458783 | 99593428 |
| 1510 | 56562295 | 89495648 | 68147666 | 25758340 | 46608244 |
| 1511 | 84498270 | 86878855 | 62671685 | 87877898 | 76385799 |
| 1512 | 70054933 | 44595996 | 45016427 | 40128878 | 97491971 |
| 1513 | 97741315 | 44927878 | 77014468 | 65666075 | 96599971 |
| 1514 | 51902516 | 88601606 | 19768429 | 67672697 | 47688458 |
| 1515 | 73719449 | 95648215 | 58784566 | 75720534 | 96439724 |
| 1516 | 99881428 | 67679935 | 53758855 | 79039573 | 81700264 |
| 1517 | 92451705 | 86336852 | 24254694 | 60583794 | 89866479 |
| 1518 | 94078869 | 99160614 | 42431957 | 39805094 | 98454669 |
| 1519 | 85796995 | 74997760 | 11635914 | 47375891 | 67599825 |
| 1520 | 77699896 | 53598274 | 72547648 | 64808618 | 64367692 |
| 1521 | 24062904 | 45656068 | 19142997 | 54555352 | 65352783 |
| 1522 | 71668657 | 14723348 | 26301453 | 73974988 | 01435150 |
| 1523 | 46199980 | 43867397 | 57448871 | 97095449 | 37945725 |
| 1524 | 89517039 | 45946935 | 19179536 | 92589798 | 23744086 |
| 1525 | 96345747 | 74741577 | 38445050 | 79783654 | 15976248 |
| 1526 | 09388218 | 94880634 | 68417666 | 88540884 | 86954739 |
| 1527 | 48283604 | 49068366 | 04666175 | 69968586 | 07033373 |
| 1528 | 68299884 | 15671667 | 64142446 | 10690838 | 87675817 |
| 1529 | 00192684 | 25595062 | 09464318 | 94717792 | 46982932 |
| 1530 | 02525676 | 99942343 | 83596777 | 50959854 | 75919843 |
| 1531 | 44992042 | 81156684 | 74306678 | 14889696 | 56806787 |
| 1532 | 35641706 | 83915909 | 95484693 | 55658245 | 24588196 |
| 1533 | 31577045 | 20986477 | 98951908 | 93867767 | 19108681 |
| 1534 | 97504779 | 96924406 | 55647749 | 72167855 | 48771938 |
| 1535 | 93316093 | 62465762 | 72074754 | 76545837 | 74786675 |
| 1536 | 71411684 | 87366540 | 61285896 | 07395446 | 39458950 |
| 1537 | 89159605 | 22999318 | 67886989 | 85905193 | 57557824 |
| 1538 | 58997447 | 21799280 | 89845348 | 11360508 | 61460557 |
| 1539 | 47599678 | 44758798 | 46557707 | 43257187 | 45852553 |
| 1540 | 50784324 | 25457866 | 97454845 | 49439433 | 85176648 |
| 1541 | 14759616 | 18896554 | 85671675 | 89441753 | 98925912 |
| 1542 | 04510854 | 09047765 | 76974184 | 56548694 | 62163735 |
| 1543 | 96175796 | 29459786 | 94656940 | 74364379 | 12461188 |
| 1544 | 82551696 | 36082099 | 87381767 | 87219407 | 99935802 |
| 1545 | 66276816 | 14911591 | 76935752 | 96645005 | 91685578 |
| 1546 | 18260255 | 46548989 | 94373184 | 70891180 | 53544486 |
| 1547 | 46922737 | 93520876 | 54997879 | 59102889 | 48459925 |
| 1548 | 51024912 | 93784898 | 72846737 | 13796151 | 67486572 |
| 1549 | 24638408 | 55008028 | 78212650 | 52992724 | 57667514 |
| 1550 | 78950705 | 45984158 | 58802161 | 39677581 | 44417088 |
| 1551 | 98871800 | 84009440 | 68712444 | 60590964 | 44918256 |
| 1552 | 93896120 | 23775561 | 04455771 | 14887993 | 86870428 |
| 1553 | 18875487 | 19581654 | 76969040 | 50366160 | 41678779 |
| 1554 | 18468365 | 44184666 | 65686582 | 75734681 | 97465573 |
| 1555 | 97696688 | 98665332 | 96425972 | 86545869 | 94090445 |
| 1556 | 88404389 | 33825471 | 58259879 | 13827997 | 65569903 |
| 1557 | 77147399 | 29369880 | 25869687 | 79024059 | 66749618 |
| 1558 | 69755287 | 04744789 | 06488729 | 86748545 | 63636055 |
| 1559 | 67656177 | 98669028 | 58631831 | 94387446 | 74871245 |
| 1560 | 60584097 | 12794082 | 95648464 | 19378597 | 64120858 |
| 1561 | 14250698 | 29429645 | 11008446 | 01775665 | 94262862 |
| 1562 | 84491297 | 19980815 | 44075247 | 45974674 | 59398943 |
| 1563 | 20439188 | 39516403 | 36567484 | 98856757 | 87671657 |
| 1564 | 68471067 | 40248427 | 43683573 | 06775497 | 87691959 |
| 1565 | 36264906 | 74589937 | 89928658 | 24377543 | 84504417 |
| 1566 | 97789060 | 26709487 | 87875697 | 84874792 | 74499984 |
| 1567 | 46757007 | 31928580 | 83982566 | 17581714 | 67973688 |
| 1568 | 86857784 | 57360567 | 14755197 | 25594547 | 62647249 |
| 1569 | 94884788 | 00590001 | 95882599 | 92745888 | 21981588 |
| 1570 | 75487731 | 69898594 | 57048771 | 84976469 | 09284553 |
| 1571 | 04041657 | 21872458 | 93554497 | 92095591 | 58785556 |
| 1572 | 79519689 | 84535604 | 41295343 | 19550607 | 19885970 |
| 1573 | 88059713 | 22462352 | 45351876 | 12126736 | 89470574 |
| 1574 | 35619714 | 57442847 | 14899069 | 77578436 | 57069878 |
| 1575 | 85952555 | 29950767 | 69183991 | 88574160 | 77048978 |
| 1576 | 93447767 | 98436317 | 70385329 | 52818195 | 35839656 |
| 1577 | 76668505 | 08795929 | 15346545 | 41858476 | 35708821 |
| 1578 | 68656747 | 10155966 | 56768757 | 09150220 | 13640055 |
| 1579 | 21978237 | 19878706 | 89884261 | 84436870 | 13308709 |
| 1580 | 47046144 | 81578808 | 05675736 | 57544593 | 41522348 |
| 1581 | 41423809 | 99507317 | 55293747 | 75340266 | 75168846 |
| 1582 | 70458763 | 92630089 | 92697266 | 49959395 | 48153798 |
| 1583 | 15205992 | 47779241 | 25769719 | 79097471 | 95999640 |
| 1584 | 67894607 | 14559371 | 78760218 | 54973092 | 99454675 |
| 1585 | 66678713 | 16289798 | 49970901 | 87999421 | 85211970 |
| 1586 | 03798930 | 50072578 | 22745691 | 46314885 | 48969410 |
| 1587 | 49587380 | 96030649 | 39956456 | 07979608 | 45144845 |
| 1588 | 58349584 | 55873993 | 87645693 | 75650303 | 55185848 |
| 1589 | 67357570 | 87738646 | 49682994 | 97557994 | 27784701 |
| 1590 | 94008782 | 55944882 | 51777298 | 24879846 | 44643686 |
| 1591 | 46147548 | 55524112 | 24176807 | 67930033 | 81901088 |
| 1592 | 41648683 | 95168539 | 27925704 | 71085785 | 49636295 |
| 1593 | 18297550 | 82480183 | 10666887 | 18724636 | 74495689 |
| 1594 | 87098603 | 75326974 | 67426698 | 75844124 | 17169166 |
| 1595 | 64502792 | 34593164 | 58464874 | 46487358 | 64085545 |
| 1596 | 46696647 | 64074196 | 70469799 | 76958461 | 66431861 |
| 1597 | 20708746 | 97508463 | 46659559 | 86626985 | 58787891 |
| 1598 | 68836409 | 35260999 | 51966849 | 17177445 | 66874685 |
| 1599 | 55532886 | 82746988 | 74488877 | 26959378 | 67396547 |
| 1600 | 84584877 | 02178987 | 18088995 | 73554654 | 25393266 |
| 1601 | 44683267 | 95486585 | 25847409 | 76464176 | 52828649 |
| 1602 | 57299765 | 87357661 | 58179918 | 95447647 | 81783469 |
| 1603 | 95910527 | 46642434 | 31890488 | 67694891 | 48799595 |
| 1604 | 88687987 | 53059297 | 25669609 | 44979438 | 96017465 |
| 1605 | 70958444 | 21239453 | 10644587 | 82640349 | 43726249 |
| 1606 | 17265595 | 31412346 | 91528964 | 62556947 | 98785199 |
| 1607 | 40967647 | 78095189 | 21396968 | 02474734 | 84433080 |
| 1608 | 59824754 | 97732264 | 45604944 | 86961977 | 99743789 |
| 1609 | 91481406 | 61051835 | 45283101 | 48491001 | 06653945 |
| 1610 | 34852548 | 88698998 | 45449695 | 92846585 | 17118463 |
| 1611 | 55040658 | 74448418 | 87745718 | 36895139 | 13489777 |
| 1612 | 34779894 | 65442861 | 72624359 | 77440826 | 20447249 |
| 1613 | 27127158 | 48790889 | 08500866 | 46990788 | 48899902 |
| 1614 | 85649498 | 99716729 | 02811845 | 49564694 | 29575542 |
| 1615 | 52754685 | 01101841 | 99982959 | 44677945 | 42979959 |
| 1616 | 89855268 | 09761611 | 26154249 | 88096507 | 75056151 |
| 1617 | 75538737 | 77982433 | 69126775 | 65494716 | 59104688 |
| 1618 | 30445300 | 35905627 | 62435947 | 85980449 | 78778296 |
| 1619 | 50006927 | 26522994 | 77573499 | 14764855 | 46599477 |
| 1620 | 89499676 | 67456079 | 69550777 | 76871616 | 22842949 |
| 1621 | 16268392 | 17409946 | 37778506 | 39699172 | 18337574 |
| 1622 | 96648487 | 91965111 | 75708651 | 68496723 | 99949664 |
| 1623 | 48729905 | 67590239 | 76856278 | 60598757 | 77669853 |
| 1624 | 77577906 | 53362227 | 48785035 | 42367076 | 76767317 |
| 1625 | 60899092 | 56643815 | 96984979 | 85203777 | 69734025 |
| 1626 | 65457146 | 27771108 | 25096428 | 87488871 | 90744274 |
| 1627 | 92937799 | 75594764 | 04755580 | 78956563 | 15638575 |
| 1628 | 87916894 | 15497598 | 78953541 | 24667591 | 18192599 |
| 1629 | 55086588 | 52885451 | 55904564 | 85670275 | 81555947 |
